id	filename	md5	size	state
002aa5c3-d956-4502-ba04-98fb56084b9f	002aa5c3-d956-4502-ba04-98fb56084b9f/91b37a5b-6f87-493a-b80a-40e708f64f9b.htseq_counts.txt.gz	f68da126a9a7c8a61545f27403aac626	242959	validated
0075e242-22fe-4355-a57d-ab4279d5114f	0075e242-22fe-4355-a57d-ab4279d5114f/81864a7d-9f46-43a3-ac0c-114cfe0a8e83.htseq_counts.txt.gz	66526b5304459e28b3df4408b7bf4100	244122	validated
01299825-026d-4289-8239-6a2d28794a87	01299825-026d-4289-8239-6a2d28794a87/904452a8-0287-4c9a-9c0d-117503fb8ce2.htseq_counts.txt.gz	fdbe7df8e25063f8d1657383c83b929b	246017	validated
016a6ab0-0cb8-4651-bde6-c0d6d2d67177	016a6ab0-0cb8-4651-bde6-c0d6d2d67177/2e1ed008-2f94-4ea8-87f5-1904dc7dc011.htseq_counts.txt.gz	bac5e0027d6967fcdbd5f3f853a787c6	252067	validated
01a5e51f-cf9b-4459-89a4-daf35e524a84	01a5e51f-cf9b-4459-89a4-daf35e524a84/ec170102-1e1a-4c02-b74c-67c4593f3b86.htseq_counts.txt.gz	d31a7a3cd9f319fbfbe08fecac2f9270	245599	validated
01d50cba-b918-4b56-acc8-e336cadbccd2	01d50cba-b918-4b56-acc8-e336cadbccd2/dcf21178-aa82-405b-a48e-8eb759c2253b.htseq_counts.txt.gz	f580017acf924b7090f657c1716c4610	246625	validated
027ef947-0d83-45df-9a68-881a41d7c627	027ef947-0d83-45df-9a68-881a41d7c627/4fef425c-81c3-4cdf-bb33-00c90114769b.htseq_counts.txt.gz	758d728374ed0f8506e9e27c77422167	251645	validated
0330ebfa-cb93-4219-8802-9455ab81d607	0330ebfa-cb93-4219-8802-9455ab81d607/63e62db8-9564-4a9f-8449-5745a76f9904.htseq_counts.txt.gz	bd42b99380794fd255bc220f8fc345a5	242494	validated
0350036d-c260-43fd-9a8f-cc0335c3ef26	0350036d-c260-43fd-9a8f-cc0335c3ef26/4e908fdf-c612-432c-845b-5d752cdf2148.htseq_counts.txt.gz	569a9f5384bb576e5ecd02c9f33d6203	247999	validated
038e3bd2-3023-4059-839c-6f9def6e0ac0	038e3bd2-3023-4059-839c-6f9def6e0ac0/9c15a304-ff7a-436f-95cf-3a2483ce8055.htseq_counts.txt.gz	5f5ba2536751fc058430b418f1881dbf	246711	validated
