id	filename	md5	size	state
0c4a69d8-24a5-4d4d-ac02-b53008275652	0c4a69d8-24a5-4d4d-ac02-b53008275652/8afceac7-3fc4-4c6a-abe8-bfa983a80d5c.FPKM.txt.gz	683cda85a5d8d611ecf84dbd8fa27d70	305836	validated
2530bdf4-a306-4c76-8569-41354a748052	2530bdf4-a306-4c76-8569-41354a748052/45557600-cfce-4cfc-9d4e-812764adbf70.FPKM.txt.gz	10e3822ba54646bfdc52b03b1d48106f	301143	validated
338027c4-56d3-49dc-a0d4-d2f40c3d71c1	338027c4-56d3-49dc-a0d4-d2f40c3d71c1/9c3aaa48-46d6-4b1a-ad98-8f36cd5e5321.FPKM.txt.gz	3d6def30a0105cc0683773520934e919	296202	validated
41f30c79-48be-4100-899a-59896cdef270	41f30c79-48be-4100-899a-59896cdef270/0c6efa26-59e9-4701-9e50-f85b27464d73.FPKM.txt.gz	0dffd4dae2a4c088676b5f6aeef9e1e8	309503	validated
56e0f740-e219-46dc-bbbf-323f8684f4cb	56e0f740-e219-46dc-bbbf-323f8684f4cb/cc40c711-39b7-464e-b9ef-bc448aba2411.FPKM.txt.gz	1e50822e22e74eeeb8fc0afbd6c26530	301239	validated
6d0e2fcd-8f24-4030-b494-a59126652e3a	6d0e2fcd-8f24-4030-b494-a59126652e3a/103218dc-8414-4c3b-9f57-1c427769e72c.FPKM.txt.gz	83d65493ccb49d55c459ba7767908ec8	293911	validated
b888e329-ada8-49dc-be84-a33fd3130bfe	b888e329-ada8-49dc-be84-a33fd3130bfe/96dd2425-b5bc-46a6-9be0-baa15708750f.FPKM.txt.gz	14a17c1ba60fb30ee40b52318e46849d	299278	validated
c4411206-a120-4177-8d69-0f5f6037e225	c4411206-a120-4177-8d69-0f5f6037e225/da950bce-63c5-4631-af7a-7ca10383821d.FPKM.txt.gz	582caec0200293fc85c98f95b9ad7031	316402	validated
ed6935cb-a405-4ebf-a524-0e99135ee431	ed6935cb-a405-4ebf-a524-0e99135ee431/a28227a9-9e5f-4f71-89f8-81754c144ee1.FPKM.txt.gz	ef480ea63f6221391dd1dc5ff717a1eb	310510	validated
fda56bc5-f116-4c15-be43-8ae5bee79231	fda56bc5-f116-4c15-be43-8ae5bee79231/6b44a082-2c54-4745-b507-9bb59688b020.FPKM.txt.gz	29fdefd7be4224e30b51d8cf715325e4	312959	validated
